RedFighter,BlueFighter,RedFighter_KD,BlueFighter_KD,RedFighter_STR,BlueFighter_STR,RedFighter_TD,BlueFighter_TD,RedFighter_SUB,BlueFighter_SUB,Event,Date,Location,WL,Winner,Victory_Result,Victory_Method,Round,Time,Weight_Class,Title,Fight_Bonus,Perf_Bonus,Sub_Bonus,KO_Bonus
Jake Matthews,Sean Brady,0,0,21,37,0,1,0,1,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Sean Brady,SUBArm,SUBArm Triangle,3,3:28,Welterweight,0.0,0.0,0.0,0.0,0.0
Amanda Lemos,Livinha Souza,2,0,29,1,0,0,0,0,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Amanda Lemos,KO/TKOPunch,KO/TKOPunch,1,3:39,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Aalon Cruz,Uros Medic,0,1,0,45,0,0,0,0,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Uros Medic,KO/TKOPunches,KO/TKOPunches,1,1:40,Lightweight,0.0,0.0,1.0,0.0,0.0
Mario Bautista,Trevin Jones,0,1,21,23,0,0,0,0,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Trevin Jones,KO/TKOPunch,KO/TKOPunch,2,0:47,Bantamweight,0.0,0.0,0.0,0.0,0.0
Jairzinho Rozenstruik,Ciryl Gane,0,0,42,102,0,2,0,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",WIN,Ciryl Gane,U-DEC,U-DEC,5,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Nikita Krylov,Magomed Ankalaev,0,0,47,43,1,3,0,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",WIN,Magomed Ankalaev,U-DEC,U-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Mayra Bueno Silva,Montana De La Rosa,0,0,52,30,0,3,1,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",DRAWDRAW,Montana De La Rosa,M-DEC,M-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Pedro Munhoz,Jimmie Rivera,0,0,94,65,0,1,0,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",WIN,Pedro Munhoz,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,1.0,0.0,0.0,0.0
Alex Caceres,Kevin Croom,0,0,48,16,1,1,1,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",WIN,Alex Caceres,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Alexander Hernandez,Thiago Moises,0,0,50,53,0,0,0,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",WIN,Thiago Moises,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Alexis Davis,Sabina Mazo,0,0,49,64,3,0,0,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",WIN,Alexis Davis,U-DEC,U-DEC,3,5:00,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Vince Cachero,Ronnie Lawrence,0,0,15,77,0,8,1,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",WIN,Ronnie Lawrence,KO/TKOPunches,KO/TKOPunches,3,2:38,Bantamweight,0.0,0.0,1.0,0.0,0.0
Maxim Grishin,Dustin Jacoby,2,0,66,57,0,0,0,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",WIN,Dustin Jacoby,U-DEC,U-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Derrick Lewis,Curtis Blaydes,1,0,7,28,0,0,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Derrick Lewis,KO/TKOPunch,KO/TKOPunch,2,1:26,Heavyweight,0.0,0.0,1.0,0.0,0.0
Ketlen Vieira,Yana Santos,0,0,7,47,3,0,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Yana Santos,U-DEC,U-DEC,3,5:00,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Darrick Minner,Charles Rosa,1,0,45,15,4,0,3,2,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Darrick Minner,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Chris Daukaus,Aleksei Oleinik,0,0,34,5,0,0,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Chris Daukaus,KO/TKOPunches,KO/TKOPunches,1,1:55,Heavyweight,0.0,0.0,1.0,0.0,0.0
Nassourdine Imavov,Phil Hawes,0,0,57,31,0,4,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Phil Hawes,M-DEC,M-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Andrei Arlovski,Tom Aspinall,0,0,20,37,0,1,0,1,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Tom Aspinall,SUBRear,SUBRear Naked Choke,2,1:09,Heavyweight,0.0,0.0,1.0,0.0,0.0
Danny Chavez,Jared Gordon,0,0,39,82,1,2,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Jared Gordon,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
John Castaneda,Eddie Wineland,1,0,42,17,0,1,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,John Castaneda,KO/TKOPunches,KO/TKOPunches,1,4:44,Bantamweight,0.0,0.0,0.0,0.0,0.0
Nate Landwehr,Julian Erosa,0,1,9,15,0,0,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Julian Erosa,KO/TKOFlying,KO/TKOFlying Knee,1,0:56,Featherweight,0.0,0.0,0.0,0.0,0.0
Shana Dobson,Casey O'Neill,0,0,16,49,0,4,0,1,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Casey O'Neill,KO/TKOPunches,KO/TKOPunches,2,3:41,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Drako Rodriguez,Aiemann Zahabi,0,1,11,9,0,0,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Aiemann Zahabi,KO/TKOPunch,KO/TKOPunch,1,3:05,Bantamweight,0.0,0.0,1.0,0.0,0.0
Jared Vanderaa,Serghei Spivac,0,0,13,51,0,3,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Serghei Spivac,KO/TKOPunches,KO/TKOPunches,2,4:32,Heavyweight,0.0,0.0,0.0,0.0,0.0
Kamaru Usman,Gilbert Burns,2,0,83,45,0,0,0,0,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Kamaru Usman,KO/TKOPunches,KO/TKOPunches,3,0:34,Welterweight,1.0,0.0,1.0,0.0,0.0
Maycee Barber,Alexa Grasso,0,0,40,38,3,0,0,1,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Alexa Grasso,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Kelvin Gastelum,Ian Heinisch,0,0,38,27,6,1,0,2,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Kelvin Gastelum,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Ricky Simon,Brian Kelleher,0,0,45,19,6,0,1,0,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Ricky Simon,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Maki Pitolo,Julian Marquez,0,0,32,41,5,0,1,4,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Julian Marquez,SUBAnaconda,SUBAnaconda Choke,3,4:17,Middleweight,0.0,0.0,1.0,0.0,0.0
Anthony Hernandez,Rodolfo Vieira,0,0,32,9,0,4,2,0,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Anthony Hernandez,SUBGuillotine,SUBGuillotine Choke,2,1:53,Middleweight,0.0,0.0,1.0,0.0,0.0
Dhiego Lima,Belal Muhammad,0,0,69,129,0,1,0,0,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Belal Muhammad,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Mallory Martin,Polyana Viana,0,0,5,4,1,0,0,5,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Polyana Viana,SUBArmbar,SUBArmbar,1,3:18,Women's Strawweight,0.0,0.0,1.0,0.0,0.0
Chris Gutierrez,Andre Ewell,1,0,69,59,1,1,0,1,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Chris Gutierrez,U-DEC,U-DEC,3,5:00,Catch Weight,0.0,0.0,0.0,0.0,0.0
Phil Rowe,Gabe Green,0,2,42,70,2,2,0,1,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Gabe Green,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Alexander Volkov,Alistair Overeem,1,0,54,10,0,0,0,0,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,Alexander Volkov,KO/TKOPunch,KO/TKOPunch,2,2:06,Heavyweight,0.0,0.0,1.0,0.0,0.0
Frankie Edgar,Cory Sandhagen,0,1,2,2,0,0,0,0,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,Cory Sandhagen,KO/TKOFlying,KO/TKOFlying Knee,1,0:28,Bantamweight,0.0,0.0,1.0,0.0,0.0
Michael Johnson,Clay Guida,0,0,58,49,0,3,0,1,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,Clay Guida,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Manel Kape,Alexandre Pantoja,0,0,49,74,2,0,0,0,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,Alexandre Pantoja,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Beneil Dariush,Diego Ferreira,0,0,62,54,5,0,0,0,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,Beneil Dariush,S-DEC,S-DEC,3,5:00,Lightweight,0.0,1.0,0.0,0.0,0.0
Mike Rodriguez,Danilo Marques,0,0,16,29,0,4,0,2,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,Danilo Marques,SUBRear,SUBRear Naked Choke,2,4:52,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Devonte Smith,Justin Jaynes,0,0,34,11,1,0,1,0,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,Devonte Smith,KO/TKO,KO/TKO,2,3:38,Catch Weight,0.0,0.0,0.0,0.0,0.0
Karol Rosa,Joselyne Edwards,0,0,57,38,4,1,0,0,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,Karol Rosa,U-DEC,U-DEC,3,5:00,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Molly McCann,Lara Procopio,0,0,37,36,0,7,1,1,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,Lara Procopio,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
SeungWoo Choi,Youssef Zalal,0,0,41,23,2,3,0,1,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,SeungWoo Choi,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Timur Valiev,Martin Day,0,0,55,8,4,0,0,0,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,Timur Valiev,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Jerome Rivera,Ode Osbourne,0,1,2,5,0,0,0,0,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,Ode Osbourne,KO/TKOPunch,KO/TKOPunch,1,0:26,Featherweight,0.0,0.0,0.0,0.0,0.0
Dustin Poirier,Conor McGregor,1,0,48,29,1,0,0,0,UFC 257: Poirier vs. McGregor,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Dustin Poirier,KO/TKOPunches,KO/TKOPunches,2,2:32,Lightweight,0.0,0.0,1.0,0.0,0.0
Michael Chandler,Dan Hooker,1,0,17,8,0,0,0,0,UFC 257: Poirier vs. McGregor,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Michael Chandler,KO/TKOPunch,KO/TKOPunch,1,2:30,Lightweight,0.0,0.0,1.0,0.0,0.0
Jessica Eye,Joanne Wood,0,0,77,148,1,1,0,0,UFC 257: Poirier vs. McGregor,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Joanne Wood,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Andrew Sanchez,Makhmud Muradov,0,0,48,79,0,0,0,0,UFC 257: Poirier vs. McGregor,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Makhmud Muradov,KO/TKOPunches,KO/TKOPunches,3,2:59,Middleweight,0.0,0.0,1.0,0.0,0.0
Amanda Ribas,Marina Rodriguez,0,1,7,15,1,0,0,0,UFC 257: Poirier vs. McGregor,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Marina Rodriguez,KO/TKOPunch,KO/TKOPunch,2,0:54,Women's Strawweight,0.0,0.0,1.0,0.0,0.0
Matt Frevola,Arman Tsarukyan,0,0,16,50,0,10,0,0,UFC 257: Poirier vs. McGregor,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Arman Tsarukyan,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Brad Tavares,Antonio Carlos Junior,0,0,54,34,0,1,0,0,UFC 257: Poirier vs. McGregor,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Brad Tavares,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Sara McMann,Julianna Pena,0,0,21,38,3,1,0,1,UFC 257: Poirier vs. McGregor,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Julianna Pena,SUBRear,SUBRear Naked Choke,3,3:39,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Khalil Rountree Jr.,Marcin Prachnio,0,0,49,102,0,0,0,0,UFC 257: Poirier vs. McGregor,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Marcin Prachnio,U-DEC,U-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Movsar Evloev,Nik Lentz,0,0,82,46,2,1,0,2,UFC 257: Poirier vs. McGregor,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Movsar Evloev,S-DEC,S-DEC,3,5:00,Catch Weight,0.0,0.0,0.0,0.0,0.0
Amir Albazi,Zhalgas Zhumagulov,0,0,68,59,2,1,0,0,UFC 257: Poirier vs. McGregor,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Amir Albazi,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Michael Chiesa,Neil Magny,0,0,24,12,4,1,0,1,UFC Fight Night: Chiesa vs. Magny,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Michael Chiesa,U-DEC,U-DEC,5,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Mounir Lazzez,Warlley Alves,0,1,2,17,0,1,0,0,UFC Fight Night: Chiesa vs. Magny,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Warlley Alves,KO/TKOKick,KO/TKOKick,1,2:35,Welterweight,0.0,0.0,1.0,0.0,0.0
Ike Villanueva,Vinicius Moreira,1,0,24,24,0,0,0,0,UFC Fight Night: Chiesa vs. Magny,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Ike Villanueva,KO/TKOPunch,KO/TKOPunch,2,0:39,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Viviane Araujo,Roxanne Modafferi,0,0,86,46,4,0,1,0,UFC Fight Night: Chiesa vs. Magny,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Viviane Araujo,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Matt Schnell,Tyson Nam,0,0,85,58,0,0,0,0,UFC Fight Night: Chiesa vs. Magny,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Matt Schnell,S-DEC,S-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Douglas Silva de Andrade,Lerone Murphy,0,0,39,48,1,1,0,0,UFC Fight Night: Chiesa vs. Magny,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Lerone Murphy,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Omari Akhmedov,Tom Breese,0,0,25,1,2,0,1,3,UFC Fight Night: Chiesa vs. Magny,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Omari Akhmedov,SUBArm,SUBArm Triangle,2,1:41,Middleweight,0.0,0.0,0.0,0.0,0.0
Gaetano Pirrello,Ricky Simon,0,0,6,17,0,7,0,1,UFC Fight Night: Chiesa vs. Magny,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Ricky Simon,SUBArm,SUBArm Triangle,2,4:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Sumudaerji,Zarrukh Adashev,0,0,50,28,0,0,0,0,UFC Fight Night: Chiesa vs. Magny,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Sumudaerji,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Markus Perez,Dalcha Lungiambula,0,0,25,29,0,1,1,0,UFC Fight Night: Chiesa vs. Magny,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Dalcha Lungiambula,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Jerome Rivera,Francisco Figueiredo,0,0,31,29,0,4,0,0,UFC Fight Night: Chiesa vs. Magny,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Francisco Figueiredo,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Mike Davis,Mason Jones,0,0,108,117,3,1,0,0,UFC Fight Night: Chiesa vs. Magny,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Mike Davis,U-DEC,U-DEC,3,5:00,Lightweight,0.0,1.0,0.0,0.0,0.0
Sergey Morozov,Umar Nurmagomedov,0,0,7,25,0,5,0,1,UFC Fight Night: Chiesa vs. Magny,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Umar Nurmagomedov,SUBRear,SUBRear Naked Choke,2,3:39,Bantamweight,0.0,0.0,1.0,0.0,0.0
Victoria Leonardo,Manon Fiorot,0,0,17,53,0,1,0,0,UFC Fight Night: Chiesa vs. Magny,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Manon Fiorot,KO/TKOPunches,KO/TKOPunches,2,4:08,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Calvin Kattar,Max Holloway,0,0,133,445,0,0,0,0,UFC Fight Night: Holloway vs. Kattar,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Max Holloway,U-DEC,U-DEC,5,5:00,Featherweight,0.0,1.0,0.0,0.0,0.0
Matt Brown,Carlos Condit,0,0,28,39,1,2,0,0,UFC Fight Night: Holloway vs. Kattar,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Carlos Condit,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Santiago Ponzinibbio,Li Jingliang,0,1,11,21,0,0,0,0,UFC Fight Night: Holloway vs. Kattar,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Li Jingliang,KO/TKOPunch,KO/TKOPunch,1,4:25,Welterweight,0.0,0.0,1.0,0.0,0.0
Alessio Di Chirico,Joaquin Buckley,1,0,12,3,0,0,0,0,UFC Fight Night: Holloway vs. Kattar,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Alessio Di Chirico,KO/TKOKick,KO/TKOKick,1,2:12,Middleweight,0.0,0.0,1.0,0.0,0.0
Dusko Todorovic,Punahele Soriano,0,2,22,30,0,0,0,0,UFC Fight Night: Holloway vs. Kattar,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Punahele Soriano,KO/TKOPunch,KO/TKOPunch,1,4:48,Middleweight,0.0,0.0,0.0,0.0,0.0
Joselyne Edwards,Wu Yanan,0,0,88,58,0,1,1,0,UFC Fight Night: Holloway vs. Kattar,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Joselyne Edwards,U-DEC,U-DEC,3,5:00,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Justin Tafa,Carlos Felipe,0,0,86,77,0,0,0,0,UFC Fight Night: Holloway vs. Kattar,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Carlos Felipe,S-DEC,S-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Ramazan Emeev,David Zawada,0,0,53,44,4,1,0,0,UFC Fight Night: Holloway vs. Kattar,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Ramazan Emeev,S-DEC,S-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Vanessa Melo,Sarah Moras,0,0,56,44,0,0,0,0,UFC Fight Night: Holloway vs. Kattar,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Vanessa Melo,U-DEC,U-DEC,3,5:00,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Austin Lingo,Jacob Kilburn,1,0,95,64,1,1,0,1,UFC Fight Night: Holloway vs. Kattar,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Austin Lingo,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Geoff Neal,Stephen Thompson,0,0,85,171,0,0,0,0,UFC Fight Night: Thompson vs. Neal,"December 19, 2020","Las Vegas, Nevada, USA",WIN,Stephen Thompson,U-DEC,U-DEC,5,5:00,Welterweight,0.0,0.0,1.0,0.0,0.0
Jose Aldo,Marlon Vera,0,0,44,46,0,0,0,0,UFC Fight Night: Thompson vs. Neal,"December 19, 2020","Las Vegas, Nevada, USA",WIN,Jose Aldo,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Khaos Williams,Michel Pereira,0,0,55,44,0,2,0,1,UFC Fight Night: Thompson vs. Neal,"December 19, 2020","Las Vegas, Nevada, USA",WIN,Michel Pereira,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Rob Font,Marlon Moraes,1,0,30,9,0,2,0,0,UFC Fight Night: Thompson vs. Neal,"December 19, 2020","Las Vegas, Nevada, USA",WIN,Rob Font,KO/TKOPunches,KO/TKOPunches,1,3:47,Bantamweight,0.0,0.0,1.0,0.0,0.0
Marcin Tybura,Greg Hardy,0,0,51,50,1,0,0,0,UFC Fight Night: Thompson vs. Neal,"December 19, 2020","Las Vegas, Nevada, USA",WIN,Marcin Tybura,KO/TKOPunches,KO/TKOPunches,2,4:31,Heavyweight,0.0,0.0,1.0,0.0,0.0
Alex Morono,Anthony Pettis,0,0,31,50,1,0,0,0,UFC Fight Night: Thompson vs. Neal,"December 19, 2020","Las Vegas, Nevada, USA",WIN,Anthony Pettis,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Pannie Kianzad,Sijara Eubanks,0,0,92,49,0,2,0,0,UFC Fight Night: Thompson vs. Neal,"December 19, 2020","Las Vegas, Nevada, USA",WIN,Pannie Kianzad,U-DEC,U-DEC,3,5:00,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Antonio Arroyo,Deron Winn,0,0,45,20,0,12,0,0,UFC Fight Night: Thompson vs. Neal,"December 19, 2020","Las Vegas, Nevada, USA",WIN,Deron Winn,U-DEC,U-DEC,3,5:00,Catch Weight,0.0,0.0,0.0,0.0,0.0
Taila Santos,Gillian Robertson,0,0,27,9,1,0,1,1,UFC Fight Night: Thompson vs. Neal,"December 19, 2020","Las Vegas, Nevada, USA",WIN,Taila Santos,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Jamie Pickett,Tafon Nchukwi,0,1,40,120,1,0,0,0,UFC Fight Night: Thompson vs. Neal,"December 19, 2020","Las Vegas, Nevada, USA",WIN,Tafon Nchukwi,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
